gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,MonthlyCharges_x_MTM,Tenure_x_Security,MTM_x_NoSecurity,CostPerTenureMonth,Churn
Male,0,No,Yes,24.0,No,No phone service,DSL,Yes,No,Two year,No,Bank transfer,53.37,1285.66,0.0,24.0,0.0,2.1348,0
Female,0,Yes,No,38.0,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,22.61,866.43,22.61,38.0,0.0,0.5797435897435897,0
Male,0,No,No,34.0,No,Yes,Fiber optic,No,No,Two year,No,Credit card,32.23,1078.76,0.0,0.0,0.0,0.9208571428571428,0
Female,0,Yes,No,71.0,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Credit card,94.71,6721.15,94.71,0.0,1.0,1.3154166666666667,0
Female,0,No,Yes,13.0,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,58.53,736.93,58.53,0.0,1.0,4.180714285714286,1
Male,0,Yes,Yes,56.0,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,108.97,6122.63,0.0,0.0,0.0,1.9117543859649122,0
Male,0,Yes,Yes,8.0,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card,117.56,893.87,117.56,8.0,0.0,13.062222222222223,0
Female,0,No,No,70.0,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card,106.34,7438.18,106.34,70.0,0.0,1.4977464788732395,0
Female,0,No,No,41.0,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,82.85,3431.36,82.85,41.0,0.0,1.9726190476190475,0
Male,0,Yes,No,19.0,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,73.83,1412.01,73.83,0.0,1.0,3.6915,0
Female,1,No,Yes,30.0,Yes,No,DSL,Yes,No internet service,Two year,Yes,Credit card,91.66,2726.82,0.0,30.0,0.0,2.956774193548387,0
Female,0,Yes,No,52.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,18.81,986.48,18.81,0.0,1.0,0.3549056603773585,0
Male,0,No,No,30.0,Yes,No phone service,Fiber optic,No,No,Two year,Yes,Bank transfer,29.69,906.59,0.0,0.0,0.0,0.957741935483871,0
Male,0,No,Yes,5.0,Yes,Yes,Fiber optic,Yes,No internet service,One year,No,Bank transfer,22.2,114.13,0.0,5.0,0.0,3.6999999999999997,0
Female,0,No,No,22.0,Yes,No,Fiber optic,No,No,One year,Yes,Credit card,99.17,2193.0,0.0,0.0,0.0,4.311739130434782,0
Male,0,Yes,No,66.0,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,32.98,2151.91,0.0,66.0,0.0,0.4922388059701492,0
Female,1,Yes,No,27.0,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Electronic check,109.88,2952.73,109.88,27.0,0.0,3.924285714285714,0
Male,0,No,No,35.0,Yes,Yes,DSL,No,No,Two year,No,Mailed check,78.14,2741.47,0.0,0.0,0.0,2.1705555555555556,0
Female,1,Yes,No,14.0,Yes,Yes,DSL,No,Yes,One year,No,Electronic check,117.62,1640.06,0.0,0.0,0.0,7.841333333333334,0
Male,0,No,No,2.0,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,90.39,171.83,0.0,2.0,0.0,30.13,0
Male,0,No,No,20.0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,26.75,514.53,26.75,20.0,0.0,1.2738095238095237,0
Male,0,No,No,62.0,Yes,No phone service,Fiber optic,Yes,No,One year,No,Credit card,66.75,4166.31,0.0,62.0,0.0,1.0595238095238095,0
Male,0,No,No,39.0,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Electronic check,35.21,1375.04,0.0,0.0,0.0,0.88025,0
Female,0,Yes,No,27.0,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,26.04,722.49,26.04,0.0,1.0,0.9299999999999999,0
Male,0,No,No,38.0,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,77.76,2911.06,77.76,0.0,1.0,1.993846153846154,0
Female,0,Yes,No,58.0,Yes,Yes,DSL,Yes,No,One year,Yes,Mailed check,53.77,3137.31,0.0,58.0,0.0,0.9113559322033898,0
Female,0,No,No,65.0,No,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,63.17,4083.26,63.17,0.0,1.0,0.9571212121212122,0
Male,0,Yes,No,23.0,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,63.12,1446.21,63.12,0.0,1.0,2.63,0
Female,0,No,No,60.0,Yes,Yes,DSL,No internet service,Yes,Two year,Yes,Bank transfer,28.9,1737.73,0.0,0.0,0.0,0.4737704918032787,0
Female,0,Yes,No,57.0,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,18.53,1095.7,18.53,0.0,1.0,0.3194827586206897,0
Female,0,No,No,1.0,Yes,No phone service,DSL,Yes,Yes,Two year,Yes,Credit card,109.98,146.24,0.0,1.0,0.0,54.99,0
Male,0,No,No,64.0,Yes,No phone service,Fiber optic,No,No internet service,One year,No,Credit card,53.23,3405.29,0.0,0.0,0.0,0.8189230769230769,0
Female,0,No,No,17.0,Yes,No,Fiber optic,No internet service,No,Two year,No,Electronic check,24.67,427.79,0.0,0.0,0.0,1.3705555555555557,0
Female,0,No,No,55.0,Yes,No,DSL,No internet service,No,Month-to-month,No,Electronic check,55.08,,55.08,0.0,1.0,0.9835714285714285,0
Female,0,No,Yes,64.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,85.88,5497.12,85.88,64.0,0.0,1.3212307692307692,0
Male,0,Yes,Yes,41.0,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Credit card,73.48,3012.25,73.48,0.0,1.0,1.7495238095238097,0
Female,1,Yes,Yes,23.0,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,46.69,1080.31,0.0,0.0,0.0,1.9454166666666666,0
Male,0,Yes,Yes,61.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,45.21,2746.59,45.21,61.0,0.0,0.7291935483870968,0
Male,0,Yes,No,34.0,No,Yes,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer,81.02,2764.51,0.0,34.0,0.0,2.314857142857143,0
Male,0,Yes,Yes,55.0,No,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card,56.37,3107.67,56.37,0.0,1.0,1.0066071428571428,0
Female,0,Yes,No,48.0,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,78.51,3747.03,78.51,0.0,1.0,1.6022448979591837,0
Female,0,No,No,23.0,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,42.06,965.21,0.0,0.0,0.0,1.7525000000000002,0
Male,0,Yes,No,39.0,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,53.05,2058.33,53.05,0.0,1.0,1.32625,0
Female,0,No,No,15.0,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,,1559.65,101.26,0.0,1.0,6.32875,1
Male,1,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,73.47,99.07,73.47,1.0,0.0,36.735,0
Male,0,Yes,No,49.0,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,57.32,2828.36,0.0,49.0,0.0,1.1464,0
Female,0,No,No,15.0,Yes,Yes,Fiber optic,No,No internet service,One year,No,Electronic check,38.85,572.81,0.0,0.0,0.0,2.428125,0
Female,0,Yes,No,37.0,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Electronic check,78.53,2942.49,78.53,37.0,0.0,2.0665789473684213,0
Female,0,Yes,No,8.0,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Credit card,58.4,460.33,0.0,0.0,0.0,6.488888888888889,0
Female,1,No,No,47.0,Yes,No phone service,No,Yes,No internet service,One year,No,Credit card,50.19,2344.73,0.0,47.0,0.0,1.045625,0
Male,0,Yes,No,12.0,Yes,No,DSL,Yes,No,Two year,Yes,Credit card,82.04,1029.82,0.0,12.0,0.0,6.310769230769231,0
Female,0,No,No,18.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,76.84,1396.47,76.84,0.0,1.0,4.04421052631579,0
Male,1,No,No,11.0,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Credit card,39.31,416.71,39.31,0.0,1.0,3.2758333333333334,0
Female,0,Yes,No,66.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,94.74,6245.12,94.74,0.0,1.0,1.4140298507462685,0
Male,0,No,No,45.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,95.72,4323.01,95.72,45.0,0.0,2.0808695652173914,0
Male,0,Yes,Yes,48.0,No,Yes,Fiber optic,No internet service,Yes,One year,Yes,Credit card,78.96,3784.06,0.0,0.0,0.0,1.6114285714285712,0
Male,0,No,Yes,29.0,Yes,No phone service,Fiber optic,Yes,No,One year,No,Bank transfer,78.84,2284.59,0.0,29.0,0.0,2.628,0
Female,0,Yes,No,61.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,47.21,2913.45,47.21,0.0,1.0,0.7614516129032258,1
Male,0,Yes,Yes,5.0,No,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,57.78,275.71,57.78,0.0,1.0,9.63,0
Female,0,No,No,30.0,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,103.86,3106.51,0.0,30.0,0.0,3.350322580645161,0
Female,1,Yes,No,6.0,Yes,Yes,No,No,No,One year,No,Credit card,101.73,666.33,0.0,0.0,0.0,14.532857142857143,0
Male,0,Yes,No,50.0,Yes,No,DSL,No,Yes,One year,No,Mailed check,104.08,5213.57,0.0,0.0,0.0,2.04078431372549,0
Female,0,No,No,68.0,Yes,No phone service,Fiber optic,Yes,Yes,One year,No,Electronic check,103.54,7050.83,0.0,68.0,0.0,1.5005797101449276,0
Male,1,Yes,No,55.0,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer,102.16,5649.68,102.16,0.0,1.0,1.8242857142857143,0
Male,0,No,No,11.0,Yes,No phone service,DSL,No internet service,Yes,One year,No,Bank transfer,65.46,731.66,0.0,0.0,0.0,5.454999999999999,0
Female,0,Yes,No,56.0,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,Yes,Mailed check,52.94,2991.2,0.0,56.0,0.0,0.9287719298245614,0
Male,0,No,No,19.0,Yes,No,DSL,No internet service,No internet service,Two year,No,Electronic check,113.79,2133.97,0.0,0.0,0.0,5.689500000000001,0
Male,0,No,No,25.0,No,No,No,No,No,Month-to-month,Yes,Mailed check,94.22,2365.45,94.22,0.0,1.0,3.623846153846154,1
Male,0,No,Yes,41.0,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,19.42,793.04,19.42,0.0,1.0,0.46238095238095245,1
Female,0,No,No,33.0,No,No phone service,No,Yes,No,Month-to-month,No,Electronic check,33.64,1120.51,33.64,33.0,0.0,0.9894117647058823,0
Male,0,Yes,No,14.0,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,86.42,1165.98,86.42,14.0,0.0,5.761333333333334,0
Male,0,No,No,38.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,94.38,3557.9,94.38,0.0,1.0,2.42,0
Female,0,Yes,No,15.0,Yes,No phone service,Fiber optic,No,No internet service,One year,Yes,Electronic check,28.95,433.44,0.0,0.0,0.0,1.809375,1
Male,0,Yes,No,51.0,No,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,74.31,3804.89,74.31,0.0,1.0,1.4290384615384615,0
Female,0,Yes,No,6.0,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Electronic check,74.45,420.71,0.0,0.0,0.0,10.635714285714286,0
Male,0,Yes,No,58.0,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Mailed check,58.69,3393.14,0.0,0.0,0.0,0.9947457627118643,0
Female,0,Yes,No,70.0,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,72.98,5115.86,72.98,70.0,0.0,1.0278873239436621,0
Female,0,Yes,No,54.0,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,23.14,1247.73,23.14,54.0,0.0,0.4207272727272727,0
Male,0,Yes,No,44.0,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Credit card,59.26,2628.24,59.26,0.0,1.0,1.3168888888888888,0
Male,0,Yes,No,32.0,Yes,No phone service,Fiber optic,Yes,No,Two year,No,Electronic check,35.23,1150.28,0.0,32.0,0.0,1.0675757575757574,0
Female,0,Yes,No,38.0,No,Yes,No,No internet service,Yes,One year,No,Electronic check,79.5,3000.03,0.0,0.0,0.0,2.0384615384615383,0
Female,1,Yes,No,37.0,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,73.14,2704.58,73.14,0.0,1.0,1.924736842105263,0
Male,0,Yes,No,64.0,No,No phone service,DSL,Yes,Yes,Month-to-month,No,Mailed check,18.33,1162.74,18.33,64.0,0.0,0.282,0
Female,0,No,No,10.0,Yes,No,No,No,No,Two year,No,Electronic check,,1166.25,0.0,0.0,0.0,10.370909090909091,0
Male,0,No,No,43.0,Yes,No,Fiber optic,No internet service,No,One year,Yes,Mailed check,58.16,2518.99,0.0,0.0,0.0,1.3218181818181818,0
Female,0,No,No,40.0,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,40.22,1590.22,40.22,0.0,1.0,0.9809756097560975,0
Female,1,Yes,No,19.0,No,No,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer,67.6,1312.05,67.6,0.0,1.0,3.38,0
Female,0,Yes,No,30.0,Yes,No phone service,DSL,No,No,Two year,Yes,Credit card,79.12,2347.25,0.0,0.0,0.0,2.552258064516129,0
Female,0,No,No,34.0,Yes,No,DSL,No,No internet service,Two year,Yes,Credit card,112.82,3826.77,0.0,0.0,0.0,3.2234285714285713,0
Male,0,No,No,3.0,No,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,112.76,316.67,112.76,3.0,0.0,28.19,0
Female,0,Yes,No,34.0,Yes,No phone service,No,No internet service,Yes,Month-to-month,No,Credit card,90.12,3055.16,90.12,0.0,1.0,2.574857142857143,0
Female,0,No,No,13.0,No,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,93.16,1166.45,93.16,0.0,1.0,6.654285714285714,0
Female,0,Yes,No,29.0,Yes,No,DSL,No internet service,No,Month-to-month,No,Mailed check,53.35,1547.12,53.35,0.0,1.0,1.7783333333333333,0
Female,0,No,No,20.0,Yes,No,DSL,No internet service,Yes,Two year,Yes,Electronic check,50.26,970.92,0.0,0.0,0.0,2.393333333333333,0
Female,0,Yes,No,54.0,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,53.73,2891.8,53.73,0.0,1.0,0.9769090909090908,0
Female,0,No,No,69.0,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Credit card,56.05,3890.58,56.05,0.0,1.0,0.8007142857142857,0
Female,0,Yes,No,8.0,Yes,No phone service,DSL,No,No,Month-to-month,No,Mailed check,77.68,624.68,77.68,0.0,1.0,8.631111111111112,0
Female,0,No,No,19.0,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,69.87,1372.19,69.87,0.0,1.0,3.4935,1
Male,0,Yes,Yes,12.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,53.35,661.82,53.35,12.0,0.0,4.103846153846154,0
Male,0,Yes,No,35.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,94.69,3335.24,94.69,35.0,0.0,2.6302777777777777,0
Male,0,No,No,27.0,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,116.07,3122.92,116.07,0.0,1.0,4.145357142857143,0
Male,1,No,No,33.0,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,72.1,2373.8,72.1,0.0,1.0,2.1205882352941177,0
Male,0,No,No,6.0,Yes,Yes,DSL,No internet service,No internet service,Two year,No,Mailed check,53.22,329.93,0.0,0.0,0.0,7.602857142857142,0
Male,0,Yes,No,62.0,Yes,No,Fiber optic,Yes,No internet service,Two year,Yes,Credit card,93.34,5777.08,0.0,62.0,0.0,1.4815873015873016,0
Male,0,Yes,Yes,71.0,Yes,No phone service,DSL,Yes,No internet service,One year,Yes,Bank transfer,36.85,2616.65,0.0,71.0,0.0,0.5118055555555556,0
Female,0,Yes,No,65.0,Yes,No phone service,No,Yes,No internet service,Month-to-month,No,Electronic check,77.85,,77.85,65.0,0.0,1.1795454545454545,0
Male,1,Yes,Yes,36.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card,46.25,1667.86,46.25,36.0,0.0,1.25,0
Female,0,Yes,Yes,48.0,No,No,Fiber optic,Yes,Yes,One year,Yes,Credit card,36.91,1742.72,0.0,48.0,0.0,0.7532653061224489,0
Male,0,Yes,No,4.0,Yes,Yes,DSL,No,Yes,One year,No,Credit card,71.27,298.95,0.0,0.0,0.0,14.254,0
Male,0,No,No,44.0,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,29.85,1304.97,29.85,0.0,1.0,0.6633333333333333,0
Female,0,No,Yes,44.0,Yes,No,Fiber optic,No,Yes,Two year,No,Bank transfer,72.06,3160.12,0.0,0.0,0.0,1.6013333333333333,0
Female,0,No,No,53.0,Yes,No phone service,Fiber optic,No,Yes,One year,No,Credit card,104.38,5580.69,0.0,0.0,0.0,1.9329629629629628,0
Female,0,Yes,No,56.0,No,No,DSL,No internet service,No,Month-to-month,Yes,Mailed check,91.72,5139.33,91.72,0.0,1.0,1.6091228070175438,0
Female,0,No,No,1.0,Yes,No phone service,DSL,Yes,Yes,Two year,Yes,Mailed check,81.52,123.51,0.0,1.0,0.0,40.76,0
Female,0,Yes,No,29.0,Yes,No,Fiber optic,No internet service,No internet service,One year,No,Bank transfer,25.28,718.18,0.0,0.0,0.0,0.8426666666666667,0
Female,0,Yes,No,35.0,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Electronic check,26.77,923.61,0.0,35.0,0.0,0.7436111111111111,0
Male,1,No,No,35.0,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,100.22,3498.25,0.0,35.0,0.0,2.783888888888889,0
Female,0,Yes,No,39.0,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Credit card,96.67,,96.67,0.0,1.0,2.41675,0
Female,0,No,No,50.0,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,32.41,1614.52,32.41,50.0,0.0,0.6354901960784313,0
Male,0,Yes,No,42.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,65.99,2751.79,65.99,0.0,1.0,1.5346511627906976,0
Male,1,No,No,17.0,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Electronic check,114.3,1961.97,114.3,0.0,1.0,6.35,1
Female,0,Yes,No,48.0,No,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.24,4717.55,98.24,0.0,1.0,2.0048979591836735,0
Male,0,Yes,No,43.0,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,62.54,2706.15,62.54,43.0,0.0,1.4213636363636364,0
Female,0,Yes,Yes,15.0,Yes,No,DSL,No internet service,No,Two year,No,Mailed check,60.28,910.7,0.0,0.0,0.0,3.7675,0
Male,0,Yes,No,45.0,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,66.01,,66.01,45.0,0.0,1.435,0
Male,0,No,No,38.0,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,21.19,808.28,21.19,38.0,0.0,0.5433333333333333,0
Male,1,Yes,Yes,58.0,Yes,Yes,Fiber optic,No,No internet service,Two year,No,Bank transfer,82.35,4796.01,0.0,0.0,0.0,1.3957627118644067,0
Female,0,No,Yes,28.0,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,61.18,1739.07,61.18,0.0,1.0,2.109655172413793,0
Male,0,No,No,64.0,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,29.06,1836.64,29.06,64.0,0.0,0.44707692307692304,0
Female,0,No,No,39.0,Yes,No phone service,No,No,No internet service,One year,Yes,Bank transfer,19.34,733.36,0.0,0.0,0.0,0.4835,0
Female,0,No,Yes,67.0,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,79.35,5296.66,79.35,0.0,1.0,1.1669117647058822,0
Male,0,No,No,8.0,No,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,,612.38,77.45,8.0,0.0,8.605555555555556,1
Female,0,Yes,Yes,9.0,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Bank transfer,,848.81,94.97,9.0,0.0,9.497,0
Male,0,No,No,16.0,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Credit card,30.22,488.42,30.22,16.0,0.0,1.7776470588235294,0
Female,0,No,No,58.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,24.32,1442.64,24.32,0.0,1.0,0.41220338983050847,0
Male,0,Yes,No,36.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Electronic check,101.86,3635.18,101.86,36.0,0.0,2.752972972972973,0
Male,0,Yes,No,48.0,Yes,No,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer,29.55,1387.7,0.0,0.0,0.0,0.6030612244897959,0
Female,0,Yes,No,2.0,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,30.03,48.64,30.03,0.0,1.0,10.01,0
Female,1,No,No,27.0,Yes,No phone service,DSL,Yes,No internet service,Two year,Yes,Electronic check,111.96,3003.57,0.0,27.0,0.0,3.998571428571428,0
Female,0,No,Yes,26.0,Yes,No,DSL,No,No internet service,Two year,No,Bank transfer,30.31,758.07,0.0,0.0,0.0,1.1225925925925926,0
Female,0,Yes,Yes,66.0,Yes,No phone service,DSL,No,No internet service,One year,No,Credit card,63.97,4215.4,0.0,0.0,0.0,0.954776119402985,0
Male,0,No,No,8.0,Yes,No,DSL,Yes,No internet service,Two year,Yes,Bank transfer,106.56,857.25,0.0,8.0,0.0,11.84,0
Male,0,Yes,Yes,62.0,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Credit card,44.05,2729.71,44.05,62.0,0.0,0.6992063492063492,0
Male,0,No,No,27.0,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,62.8,1684.54,62.8,0.0,1.0,2.242857142857143,0
Female,0,Yes,No,55.0,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,115.82,,115.82,0.0,1.0,2.068214285714286,0
Male,1,Yes,Yes,21.0,Yes,No,DSL,Yes,No internet service,Two year,No,Bank transfer,47.4,960.97,0.0,21.0,0.0,2.1545454545454543,0
Male,0,No,No,5.0,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,94.56,486.98,0.0,5.0,0.0,15.76,0
Male,0,No,No,49.0,No,No phone service,No,Yes,No,Two year,No,Mailed check,81.59,3998.04,0.0,49.0,0.0,1.6318000000000001,0
Male,0,Yes,No,13.0,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer,90.14,1179.15,90.14,0.0,1.0,6.438571428571429,0
Male,0,Yes,Yes,11.0,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,55.47,611.72,55.47,11.0,0.0,4.6225,0
Male,0,Yes,No,66.0,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Credit card,,5882.93,89.62,0.0,1.0,1.3376119402985076,1
Male,1,Yes,No,17.0,No,No phone service,No,Yes,Yes,Two year,Yes,Electronic check,75.63,1277.04,0.0,17.0,0.0,4.201666666666666,0
Female,0,No,No,70.0,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,105.11,7385.37,105.11,0.0,1.0,1.4804225352112677,0
Male,0,No,No,25.0,Yes,No phone service,Fiber optic,No,No,One year,Yes,Bank transfer,46.31,1169.93,0.0,0.0,0.0,1.7811538461538463,0
Male,0,No,No,20.0,Yes,No phone service,DSL,No internet service,Yes,Two year,No,Mailed check,26.26,521.28,0.0,0.0,0.0,1.2504761904761905,0
Female,0,Yes,Yes,33.0,Yes,No,DSL,Yes,No,Two year,No,Mailed check,50.59,1686.05,0.0,33.0,0.0,1.4879411764705883,0
Male,0,No,No,20.0,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.71,1874.82,92.71,0.0,1.0,4.414761904761905,0
Male,0,No,Yes,66.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,69.41,4609.1,69.41,0.0,1.0,1.0359701492537312,1
Male,0,No,No,44.0,Yes,No,Fiber optic,Yes,No,One year,Yes,Electronic check,71.38,3156.9,0.0,44.0,0.0,1.5862222222222222,0
Male,0,Yes,Yes,53.0,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,33.03,1780.43,33.03,53.0,0.0,0.6116666666666667,0
Female,0,No,No,6.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,33.54,202.7,33.54,6.0,0.0,4.791428571428571,1
Male,0,No,No,17.0,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer,33.2,583.35,33.2,0.0,1.0,1.8444444444444446,1
Male,0,No,No,43.0,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Credit card,62.99,2688.68,62.99,0.0,1.0,1.4315909090909091,1
Male,0,No,No,35.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,71.55,2520.33,71.55,35.0,0.0,1.9874999999999998,0
Male,1,Yes,No,69.0,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,112.4,7759.88,112.4,0.0,1.0,1.6057142857142859,0
Female,0,No,No,52.0,Yes,No phone service,DSL,No internet service,No,Two year,No,Mailed check,49.21,2571.36,0.0,0.0,0.0,0.9284905660377358,0
Male,1,Yes,No,22.0,Yes,No phone service,Fiber optic,No internet service,No,One year,Yes,Electronic check,28.16,644.85,0.0,0.0,0.0,1.2243478260869565,0
Female,0,Yes,No,33.0,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Bank transfer,63.84,2088.84,0.0,33.0,0.0,1.8776470588235294,0
Female,0,Yes,No,53.0,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer,71.19,3802.35,0.0,0.0,0.0,1.3183333333333334,0
Female,0,No,No,30.0,Yes,No phone service,No,No,No,One year,No,Credit card,77.51,2339.12,0.0,0.0,0.0,2.5003225806451614,0
Female,0,Yes,Yes,38.0,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,105.61,4019.3,105.61,0.0,1.0,2.707948717948718,1
Female,0,Yes,Yes,57.0,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,61.26,3468.05,0.0,57.0,0.0,1.0562068965517242,0
Female,0,Yes,Yes,21.0,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,22.83,467.6,22.83,0.0,1.0,1.0377272727272726,0
Female,1,No,No,8.0,Yes,No,Fiber optic,Yes,No,One year,Yes,Bank transfer,107.22,876.81,0.0,8.0,0.0,11.913333333333334,0
Male,1,Yes,No,30.0,Yes,No,Fiber optic,Yes,No internet service,One year,No,Credit card,58.11,1743.58,0.0,30.0,0.0,1.874516129032258,0
